CustomerID,Days_Since_Last_Purchase,Transaction_Count,Total_Products,Total_Expenditure,Avg_Transaction_Value,Product_Diversity,Avg_Days_Between_Purchases,Preferred_Shopping_Day
12373.0,311.0,1.0,731.0,28312.370000000003,28312.370000000003,14.0,0.0,1.0
12374.0,25.0,1.0,1290.0,66577.75,66577.75,33.0,0.0,0.0
12375.0,2.0,3.0,817.0,36360.4,12120.133333333333,18.0,5.647058823529412,4.0
12377.0,315.0,2.0,3614.0,164885.7,82442.85,77.0,0.5131578947368421,0.0
12378.0,129.0,1.0,11282.0,604145.45,604145.45,215.0,0.0,1.0
12379.0,81.0,3.0,1919.0,105708.76,35236.253333333334,41.0,2.225,0.0
12380.0,21.0,5.0,5739.0,283392.46,56678.492000000006,105.0,1.5769230769230769,4.0
12381.0,4.0,6.0,4669.0,206368.76,34394.793333333335,91.0,1.2777777777777777,4.0
12383.0,184.0,6.0,4819.0,222610.77,37101.795,100.0,1.696969696969697,2.0
12384.0,28.0,3.0,1719.0,66557.46,22185.820000000003,30.0,3.206896551724138,2.0
12386.0,337.0,2.0,550.0,28316.56,14158.28,10.0,3.2222222222222223,2.0
12388.0,15.0,6.0,5453.0,252667.99,42111.331666666665,100.0,3.1414141414141414,3.0
12390.0,79.0,1.0,1471.0,66785.3,66785.3,32.0,0.0,2.0
12391.0,21.0,1.0,4909.0,253598.89,253598.89,98.0,0.0,4.0
12393.0,72.0,4.0,3248.0,178735.91,44683.9775,64.0,4.126984126984127,2.0
12394.0,63.0,2.0,1199.0,60148.57,30074.285,27.0,5.923076923076923,4.0
12395.0,15.0,15.0,7865.0,427347.96,28489.864,156.0,2.2531645569620253,4.0
12397.0,35.0,2.0,5977.0,278068.08999999997,139034.04499999998,125.0,0.8,2.0
12398.0,45.0,1.0,3895.0,204266.06,204266.06,84.0,0.0,1.0
12399.0,119.0,4.0,3059.0,158016.72,39504.18,58.0,2.4482758620689653,1.0
12401.0,303.0,1.0,304.0,17283.4,17283.4,5.0,0.0,2.0
12402.0,323.0,1.0,628.0,36552.16,36552.16,11.0,0.0,3.0
12403.0,49.0,2.0,205.0,13749.32,6874.66,6.0,0.0,4.0
12405.0,148.0,1.0,2654.0,122187.79000000001,122187.79000000001,54.0,0.0,3.0
12406.0,22.0,3.0,5902.0,310029.79,103343.26333333332,108.0,1.5046728971962617,3.0
12407.0,49.0,5.0,3701.0,186352.68,37270.536,77.0,2.8289473684210527,2.0
12408.0,32.0,9.0,5328.0,253373.33,28152.59222222222,113.0,2.0357142857142856,4.0
12409.0,78.0,7.0,6127.0,324698.54,46385.50571428571,113.0,0.9203539823008849,4.0
12410.0,301.0,3.0,1511.0,61744.66,20581.553333333333,28.0,0.25925925925925924,4.0
12412.0,74.0,3.0,2914.0,159888.55000000002,53296.18333333334,60.0,1.5833333333333333,0.0
12413.0,66.0,5.0,2355.0,109854.74,21970.948,40.0,6.948717948717949,3.0
12414.0,217.0,3.0,997.0,55774.39,18591.463333333333,18.0,5.470588235294118,2.0
12417.0,3.0,12.0,10296.0,532728.74,44394.06166666667,196.0,1.7969543147208122,3.0
12418.0,112.0,1.0,1964.0,108728.73,108728.73,34.0,0.0,4.0
12420.0,63.0,1.0,1304.0,60791.87,60791.87,29.0,0.0,4.0
12421.0,15.0,5.0,2169.0,120314.6,24062.920000000002,46.0,6.7555555555555555,6.0
12422.0,95.0,3.0,2019.0,89740.0,29913.333333333332,39.0,6.026315789473684,4.0
12423.0,0.0,9.0,5773.0,299025.94,33225.10444444444,125.0,2.824,0.0
12424.0,162.0,2.0,1270.0,66385.45,33192.725,30.0,0.0,3.0
12425.0,78.0,1.0,1784.0,101635.55,101635.55,36.0,0.0,3.0
12426.0,194.0,1.0,1684.0,64423.78,64423.78,30.0,0.0,6.0
12427.0,11.0,5.0,1985.0,105999.6,21199.920000000002,35.0,10.588235294117647,0.0
12428.0,25.0,12.0,15399.0,780310.63,65025.885833333334,294.0,0.862876254180602,1.0
12429.0,9.0,4.0,4210.0,219920.34,54980.085,97.0,3.7083333333333335,0.0
12430.0,43.0,1.0,469.0,13697.39,13697.39,11.0,0.0,3.0
12431.0,35.0,18.0,10970.0,541433.7,30079.649999999998,233.0,1.4142259414225942,3.0
12432.0,42.0,5.0,5946.0,306154.57,61230.914000000004,107.0,1.2149532710280373,0.0
12433.0,0.0,7.0,20637.0,1041010.62,148715.80285714284,409.0,0.8902147971360382,2.0
12434.0,84.0,4.0,2964.0,152672.79,38168.1975,54.0,5.2075471698113205,4.0
12435.0,79.0,2.0,1794.0,101148.54,50574.27,36.0,5.371428571428571,3.0
12436.0,99.0,1.0,888.0,37832.96,37832.96,16.0,0.0,3.0
12437.0,1.0,19.0,10611.0,517110.85,27216.360526315788,198.0,1.65,2.0
12438.0,14.0,2.0,5261.0,272767.92,136383.96,97.0,1.2989690721649485,4.0
12441.0,366.0,1.0,558.0,40781.32,40781.32,11.0,0.0,2.0
12442.0,3.0,1.0,468.0,21563.65,21563.65,12.0,0.0,1.0
12444.0,21.0,5.0,8576.0,456209.69,91241.938,174.0,0.8522727272727273,1.0
12445.0,22.0,1.0,165.0,9383.41,9383.41,4.0,0.0,3.0
12446.0,57.0,1.0,2582.0,112599.03,112599.03,58.0,0.0,3.0
12447.0,243.0,1.0,1395.0,66037.09,66037.09,26.0,0.0,6.0
12448.0,44.0,1.0,1219.0,55133.65,55133.65,22.0,0.0,2.0
12449.0,22.0,4.0,8721.0,445251.36,111312.84,190.0,0.868421052631579,3.0
12450.0,156.0,2.0,390.0,20098.9,10049.45,8.0,2.4285714285714284,6.0
12451.0,10.0,6.0,16545.0,817653.44,136275.57333333333,351.0,0.8870056497175142,2.0
12452.0,16.0,3.0,1129.0,42101.1,14033.699999999999,23.0,0.0,2.0
12453.0,134.0,1.0,2385.0,119409.38,119409.38,43.0,0.0,3.0
12454.0,53.0,2.0,1507.0,82346.66,41173.33,30.0,0.10344827586206896,0.0
12455.0,73.0,6.0,4635.0,229091.6,38181.933333333334,89.0,2.50561797752809,2.0
12456.0,44.0,4.0,7036.0,382840.43,95710.1075,129.0,1.640625,2.0
12457.0,58.0,12.0,3619.0,179996.08,14999.673333333332,68.0,2.701492537313433,2.0
12458.0,71.0,2.0,2101.0,87334.81,43667.405,38.0,5.756756756756757,0.0
12461.0,94.0,2.0,1697.0,93725.56999999999,46862.784999999996,35.0,1.7647058823529411,4.0
12462.0,2.0,4.0,3635.0,196093.01,49023.2525,71.0,4.23943661971831,2.0
12463.0,46.0,7.0,4461.0,247879.52,35411.36,87.0,2.2413793103448274,1.0
12464.0,10.0,8.0,1180.0,60952.03,7619.00375,29.0,10.678571428571429,3.0
12465.0,7.0,3.0,2418.0,111615.44,37205.14666666667,51.0,3.24,3.0
12468.0,143.0,3.0,1753.0,104308.31,34769.43666666667,40.0,4.435897435897436,6.0
12471.0,2.0,49.0,26008.0,1351390.04,27579.38857142857,513.0,0.6981132075471698,3.0
12472.0,30.0,13.0,18604.0,927503.2,71346.4,389.0,0.8794871794871795,2.0
12473.0,29.0,9.0,9163.0,467491.63,51943.514444444445,178.0,0.9101123595505618,0.0
12474.0,17.0,30.0,23525.0,1198462.21,39948.740333333335,446.0,0.7697368421052632,1.0
12475.0,53.0,1.0,1670.0,82538.12,82538.12,36.0,0.0,0.0
12476.0,1.0,20.0,13714.0,671115.8,33555.79,262.0,1.3688212927756653,3.0
12477.0,22.0,9.0,14796.0,799397.41,88821.93444444444,302.0,0.9413680781758957,4.0
12478.0,3.0,1.0,2055.0,100444.79,100444.79,36.0,0.0,1.0
12479.0,3.0,3.0,2022.0,99937.72,33312.573333333334,35.0,0.23529411764705882,0.0
12480.0,28.0,4.0,7603.0,390183.74,97545.935,152.0,2.0130718954248366,4.0
12481.0,22.0,11.0,11178.0,567524.67,51593.151818181825,216.0,1.5806451612903225,0.0
12483.0,17.0,13.0,4226.0,198902.62,15300.201538461539,80.0,4.025,1.0
12484.0,32.0,8.0,18433.0,856352.98,107044.1225,344.0,0.8710601719197708,4.0
12488.0,9.0,3.0,2513.0,116253.34,38751.113333333335,55.0,1.2222222222222223,2.0
12489.0,336.0,1.0,673.0,30462.03,30462.03,15.0,0.0,4.0
12490.0,5.0,10.0,12563.0,630004.55,63000.455,244.0,1.3278688524590163,2.0
12491.0,38.0,1.0,1304.0,58867.68,58867.68,26.0,0.0,1.0
12492.0,63.0,2.0,1002.0,45247.52,22623.76,20.0,2.210526315789474,4.0
12493.0,165.0,3.0,1311.0,58920.39,19640.13,23.0,1.4545454545454546,3.0
12494.0,9.0,13.0,4360.0,214807.05,16523.61923076923,84.0,4.289156626506024,3.0
12497.0,81.0,1.0,865.0,46060.87,46060.87,14.0,0.0,0.0
12498.0,21.0,3.0,1131.0,55777.82,18592.606666666667,23.0,1.6363636363636365,3.0
12500.0,23.0,13.0,3236.0,159061.43,12235.494615384614,65.0,4.84375,4.0
12501.0,315.0,2.0,7935.0,432544.63,216272.315,160.0,0.1320754716981132,4.0
12502.0,95.0,5.0,7207.0,369357.34,73871.46800000001,144.0,1.4657534246575343,3.0
12503.0,337.0,1.0,20.0,984.5999999999999,984.5999999999999,1.0,3.428176407917004,3.0
12504.0,18.0,4.0,824.0,43814.619999999995,10953.654999999999,15.0,0.8571428571428571,0.0
12505.0,301.0,1.0,98.0,4735.36,4735.36,1.0,3.428176407917004,4.0
12506.0,232.0,1.0,1199.0,66333.0,66333.0,23.0,0.0,3.0
12507.0,134.0,4.0,1129.0,56400.76,14100.19,23.0,7.454545454545454,0.0
12508.0,26.0,2.0,3582.0,172952.53,86476.265,68.0,0.04411764705882353,3.0
12509.0,284.0,1.0,427.0,33776.46,33776.46,7.0,0.0,0.0
12510.0,142.0,2.0,1757.0,77315.62,38657.81,32.0,5.71875,1.0
12512.0,66.0,2.0,1590.0,64773.0,32386.5,34.0,0.0,1.0
12513.0,84.0,2.0,1882.0,96874.05,48437.025,36.0,0.8,4.0
12514.0,267.0,1.0,2670.0,108784.52,108784.52,51.0,0.0,3.0
12515.0,353.0,1.0,563.0,26832.8,26832.8,16.0,0.0,1.0
12516.0,77.0,2.0,1455.0,63849.31,31924.655,26.0,4.12,4.0
12517.0,28.0,6.0,13867.0,751369.44,125228.23999999999,281.0,0.5684210526315789,3.0
12518.0,0.0,5.0,6739.0,340254.36,68050.872,124.0,0.8943089430894309,4.0
12519.0,63.0,1.0,783.0,45401.06,45401.06,18.0,0.0,4.0
12520.0,79.0,6.0,8324.0,455111.95,75851.99166666667,154.0,1.2597402597402598,4.0
12521.0,142.0,1.0,1817.0,91236.31999999999,91236.31999999999,38.0,0.0,2.0
12522.0,39.0,2.0,635.0,31564.38,15782.19,12.0,1.0909090909090908,0.0
12523.0,1.0,13.0,5246.0,257626.78,19817.444615384615,110.0,3.0275229357798166,2.0
12524.0,9.0,8.0,7663.0,389618.3,48702.2875,142.0,2.265734265734266,3.0
12526.0,0.0,3.0,3379.0,165732.83,55244.276666666665,71.0,1.3428571428571427,0.0
12527.0,81.0,3.0,1034.0,57273.36,19091.12,18.0,14.352941176470589,1.0
12528.0,9.0,8.0,4283.0,241009.11,30126.13875,94.0,3.223404255319149,2.0
12530.0,59.0,5.0,3407.0,167080.12,33416.024,68.0,4.134328358208955,1.0
12531.0,14.0,1.0,743.0,37309.4,37309.4,17.0,0.0,4.0
12532.0,30.0,1.0,717.0,36965.63,36965.63,16.0,0.0,2.0
12534.0,130.0,1.0,3162.0,145122.73,145122.73,63.0,0.0,0.0
12535.0,91.0,2.0,1585.0,76617.2,38308.6,34.0,2.878787878787879,0.0
12536.0,7.0,5.0,12748.0,655384.95,131076.99,271.0,0.19117647058823528,1.0
12538.0,29.0,1.0,875.0,49731.35,49731.35,21.0,0.0,3.0
12539.0,22.0,5.0,13621.0,644016.77,128803.354,270.0,1.1391941391941391,3.0
12540.0,19.0,19.0,22616.0,1123549.76,59134.19789473684,468.0,0.7125,1.0
12541.0,29.0,3.0,2421.0,118408.69,39469.56333333333,52.0,4.921568627450981,3.0
12544.0,29.0,2.0,872.0,57648.64,28824.32,20.0,0.3684210526315789,3.0
12545.0,75.0,2.0,2393.0,130607.94,65303.97,50.0,3.7551020408163267,4.0
12546.0,46.0,3.0,3564.0,177828.01,59276.003333333334,70.0,0.4492753623188406,4.0
12547.0,197.0,2.0,374.0,25398.379999999997,12699.189999999999,8.0,11.857142857142858,4.0
12548.0,166.0,1.0,237.0,16300.9,16300.9,5.0,0.0,6.0
12550.0,79.0,1.0,2652.0,138743.17,138743.17,57.0,0.0,2.0
12551.0,357.0,1.0,549.0,25556.19,25556.19,10.0,0.0,4.0
12552.0,38.0,2.0,939.0,43372.18,21686.09,20.0,0.05263157894736842,0.0
12553.0,8.0,14.0,10191.0,521494.22,37249.58714285714,195.0,1.646153846153846,4.0
12556.0,50.0,2.0,6654.0,346168.37,173084.185,121.0,0.8416666666666667,0.0
12557.0,16.0,5.0,1665.0,66441.35,13288.27,33.0,11.09375,0.0
12558.0,1.0,2.0,945.0,50578.490000000005,25289.245000000003,22.0,0.2857142857142857,3.0
12559.0,310.0,3.0,1100.0,57244.44,19081.48,22.0,0.42857142857142855,0.0
12560.0,5.0,4.0,5434.0,271122.07,67780.5175,111.0,1.2545454545454546,1.0
12561.0,302.0,1.0,1033.0,68068.38,68068.38,15.0,0.0,3.0
12562.0,8.0,7.0,8990.0,489463.93,69923.41857142857,163.0,1.1377245508982037,3.0
12564.0,261.0,1.0,961.0,51285.32,51285.32,21.0,0.0,2.0
12565.0,281.0,2.0,589.0,25933.36,12966.68,10.0,0.7777777777777778,3.0
12566.0,72.0,2.0,1150.0,56563.92,28281.96,20.0,0.7368421052631579,2.0
12567.0,22.0,11.0,23698.0,1236543.23,112413.0209090909,449.0,0.7510822510822511,6.0
12569.0,2.0,35.0,9882.0,477301.68,13637.190857142858,190.0,1.3157894736842106,3.0
12571.0,39.0,2.0,1777.0,71284.35,35642.175,34.0,2.484848484848485,0.0
12572.0,8.0,3.0,2775.0,145601.35,48533.78333333333,62.0,0.7049180327868853,2.0
12573.0,227.0,1.0,1495.0,61040.44,61040.44,28.0,0.0,1.0
12574.0,315.0,1.0,552.0,33392.729999999996,33392.729999999996,11.0,0.0,4.0
12576.0,35.0,6.0,4671.0,207386.9,34564.48333333333,89.0,3.0568181818181817,4.0
12577.0,35.0,4.0,7346.0,337343.36,84335.84,148.0,2.204081632653061,4.0
12578.0,21.0,4.0,6208.0,298317.01,74579.2525,119.0,2.6638655462184873,3.0
12579.0,73.0,3.0,1495.0,80314.2,26771.399999999998,31.0,0.16666666666666666,3.0
12580.0,246.0,1.0,1262.0,48780.4,48780.4,24.0,0.0,3.0
12581.0,39.0,1.0,754.0,39834.61,39834.61,15.0,0.0,0.0
12582.0,238.0,2.0,1141.0,44363.11,22181.555,22.0,2.380952380952381,3.0
12583.0,2.0,18.0,12286.0,547510.4,30417.244444444445,249.0,1.484,4.0
12584.0,3.0,18.0,6384.0,327275.04,18181.946666666667,126.0,2.216,1.0
12585.0,234.0,4.0,4972.0,219493.55,54873.3875,97.0,1.21875,3.0
12586.0,17.0,2.0,590.0,32467.56,16233.78,12.0,31.90909090909091,1.0
12587.0,7.0,1.0,169.0,6867.8099999999995,6867.8099999999995,4.0,0.0,4.0
12588.0,39.0,1.0,463.0,21605.08,21605.08,10.0,0.0,0.0
12589.0,28.0,2.0,1831.0,90281.64,45140.82,35.0,3.411764705882353,4.0
12590.0,190.0,3.0,3245.0,150441.71,50147.236666666664,70.0,0.30434782608695654,3.0
12591.0,317.0,1.0,1208.0,57861.55,57861.55,26.0,0.0,2.0
12592.0,92.0,2.0,951.0,35188.38,17594.19,18.0,7.117647058823529,1.0
12593.0,108.0,3.0,925.0,48952.350000000006,16317.450000000003,21.0,5.5,3.0
12594.0,37.0,11.0,6789.0,343717.22000000003,31247.020000000004,117.0,2.4152542372881354,0.0
12596.0,51.0,2.0,1465.0,64399.53,32199.765,27.0,7.346153846153846,0.0
12597.0,19.0,5.0,10310.0,491017.15,98203.43000000001,210.0,1.1690140845070423,6.0
12598.0,9.0,9.0,6680.0,341431.71,37936.85666666667,131.0,2.0833333333333335,4.0
12599.0,29.0,7.0,2717.0,132408.76,18915.537142857145,62.0,4.508196721311475,1.0
12600.0,28.0,11.0,3038.0,154047.48,14004.316363636364,64.0,5.359375,4.0
12601.0,189.0,6.0,1323.0,62897.549999999996,10482.925,29.0,5.107142857142857,3.0
12602.0,58.0,1.0,475.0,28803.26,28803.26,12.0,0.0,2.0
12603.0,21.0,1.0,187.0,11580.1,11580.1,3.0,0.0,4.0
12604.0,79.0,2.0,811.0,44911.65,22455.825,16.0,12.133333333333333,2.0
12605.0,365.0,1.0,185.0,12564.19,12564.19,3.0,0.0,3.0
12607.0,58.0,2.0,9964.0,525145.58,262572.79,201.0,0.009950248756218905,0.0
12609.0,78.0,3.0,2925.0,136117.68,45372.56,60.0,4.067796610169491,0.0
12610.0,22.0,7.0,5606.0,281371.79,40195.969999999994,111.0,0.9454545454545454,4.0
12611.0,52.0,1.0,3538.0,166484.01,166484.01,63.0,0.0,1.0
12612.0,57.0,2.0,1292.0,66564.72,33282.36,21.0,0.85,0.0
12613.0,31.0,6.0,7826.0,410409.81,68401.635,162.0,1.4259259259259258,3.0
12614.0,277.0,1.0,1098.0,59353.61,59353.61,20.0,0.0,0.0
12615.0,2.0,4.0,5511.0,277978.14,69494.535,105.0,1.5961538461538463,3.0
12616.0,85.0,5.0,1883.0,91167.76,18233.552,36.0,6.057142857142857,0.0
12617.0,29.0,1.0,2251.0,125568.03,125568.03,42.0,0.0,3.0
12618.0,21.0,1.0,506.0,25677.489999999998,25677.489999999998,11.0,0.0,4.0
12619.0,16.0,13.0,5081.0,257918.54,19839.887692307693,95.0,2.521276595744681,3.0
12620.0,14.0,3.0,4522.0,214184.98,71394.99333333333,92.0,2.087912087912088,4.0
12621.0,1.0,23.0,23271.0,1116093.13,48525.78826086956,464.0,0.7695560253699789,0.0
12622.0,232.0,1.0,603.0,30729.21,30729.21,11.0,0.0,3.0
12623.0,276.0,1.0,930.0,42649.520000000004,42649.520000000004,18.0,0.0,1.0
12624.0,106.0,2.0,1988.0,123962.13,61981.065,38.0,1.9189189189189189,2.0
12625.0,211.0,3.0,4673.0,248436.17,82812.05666666667,91.0,1.2,0.0
12626.0,23.0,13.0,15456.0,788897.17,60684.3976923077,303.0,0.9901960784313726,3.0
12627.0,10.0,7.0,11051.0,557073.51,79581.93000000001,227.0,0.5676855895196506,3.0
12628.0,4.0,4.0,2449.0,129261.39,32315.3475,43.0,1.4285714285714286,3.0
12630.0,9.0,2.0,3703.0,176365.88,88182.94,63.0,0.5396825396825397,3.0
12631.0,57.0,1.0,1489.0,61220.32,61220.32,31.0,0.0,3.0
12633.0,58.0,5.0,4871.0,274962.28,54992.456000000006,102.0,2.2450980392156863,4.0
12635.0,89.0,2.0,5028.0,251521.74,125760.87,100.0,0.65,6.0
12637.0,67.0,10.0,19051.0,927869.78,92786.978,386.0,0.6513994910941476,0.0
12638.0,33.0,1.0,2132.0,89893.9,89893.9,39.0,0.0,6.0
12639.0,238.0,1.0,1154.0,48390.54,48390.54,22.0,0.0,4.0
12640.0,23.0,3.0,2611.0,123705.38,41235.12666666667,53.0,1.1153846153846154,0.0
12641.0,115.0,1.0,563.0,27135.84,27135.84,10.0,0.0,1.0
12642.0,25.0,3.0,2300.0,130167.2,43389.066666666666,47.0,1.7826086956521738,2.0
12643.0,128.0,6.0,1301.0,61789.61,10298.268333333333,24.0,8.869565217391305,1.0
12644.0,129.0,1.0,1489.0,81522.06,81522.06,31.0,0.0,1.0
12645.0,33.0,5.0,3711.0,159959.89,31991.978000000003,74.0,3.8767123287671232,0.0
12646.0,4.0,2.0,2403.0,109347.67,54673.835,43.0,1.0227272727272727,4.0
12647.0,22.0,13.0,6509.0,327642.59,25203.276153846156,128.0,2.732283464566929,6.0
12648.0,154.0,1.0,879.0,51506.53,51506.53,21.0,0.0,4.0
12649.0,107.0,4.0,1734.0,84790.27,21197.5675,33.0,8.0625,2.0
12650.0,3.0,1.0,954.0,60688.13,60688.13,20.0,0.0,1.0
12651.0,334.0,1.0,495.0,19062.5,19062.5,9.0,0.0,6.0
12652.0,322.0,2.0,2486.0,143557.86,71778.93,51.0,0.18,2.0
12653.0,148.0,2.0,2230.0,112462.02,56231.01,42.0,3.5238095238095237,3.0
12654.0,10.0,5.0,1817.0,85058.88,17011.776,36.0,7.702702702702703,3.0
12656.0,17.0,8.0,6593.0,297451.81,37181.47625,128.0,1.744186046511628,2.0
12657.0,11.0,5.0,2486.0,127580.72,25516.144,56.0,1.2181818181818183,3.0
12658.0,18.0,1.0,1737.0,91619.56,91619.56,36.0,0.0,0.0
12659.0,29.0,1.0,312.0,9620.599999999999,9620.599999999999,5.0,0.0,3.0
12660.0,11.0,1.0,503.0,26553.64,26553.64,13.0,0.0,0.0
12662.0,0.0,12.0,12148.0,597073.88,49756.15666666667,230.0,1.6147186147186148,1.0
12664.0,8.0,10.0,1951.0,86232.46,8623.246000000001,38.0,8.486486486486486,1.0
12665.0,324.0,2.0,133.0,3346.23,1673.115,4.0,2.3333333333333335,2.0
12666.0,359.0,1.0,99.0,6171.55,6171.55,2.0,0.0,2.0
12667.0,58.0,1.0,1701.0,90453.65,90453.65,33.0,0.0,2.0
12668.0,7.0,6.0,8197.0,416929.38,69488.23,167.0,2.0838323353293413,0.0
12669.0,150.0,4.0,5271.0,240739.13,60184.7825,102.0,1.0495049504950495,0.0
12670.0,10.0,6.0,4461.0,196991.19,32831.865,94.0,2.3870967741935485,3.0
12672.0,329.0,1.0,434.0,26337.91,26337.91,10.0,0.0,4.0
12673.0,5.0,2.0,1981.0,88085.51,44042.755,42.0,7.829268292682927,0.0
12674.0,11.0,7.0,4848.0,236932.76,33847.537142857145,89.0,2.1777777777777776,1.0
12676.0,24.0,6.0,2097.0,106702.84999999999,17783.80833333333,45.0,6.5227272727272725,1.0
12678.0,42.0,13.0,8759.0,423180.76,32552.366153846153,165.0,1.8734939759036144,4.0
12679.0,52.0,9.0,2948.0,172047.4,19116.377777777776,56.0,4.2,1.0
12680.0,0.0,4.0,2376.0,135828.55000000002,33957.137500000004,52.0,2.215686274509804,3.0
12682.0,3.0,31.0,27596.0,1357209.51,43780.95193548387,513.0,0.7022900763358778,1.0
12683.0,4.0,20.0,18212.0,971330.14,48566.507,353.0,1.0,3.0
12684.0,7.0,7.0,5532.0,283119.19,40445.59857142857,104.0,1.9807692307692308,1.0
12685.0,28.0,6.0,7605.0,367672.12,61278.68666666667,155.0,0.4166666666666667,3.0
12686.0,371.0,1.0,443.0,10484.83,10484.83,7.0,0.0,4.0
12688.0,113.0,1.0,8973.0,411340.82,411340.82,170.0,0.0,3.0
12689.0,25.0,2.0,3844.0,218690.78,109345.39,71.0,1.4366197183098592,0.0
12690.0,205.0,1.0,770.0,36448.61,36448.61,16.0,0.0,2.0
12691.0,28.0,6.0,1712.0,89529.75,14921.625,32.0,10.612903225806452,0.0
12693.0,120.0,6.0,2069.0,116778.59,19463.09833333333,40.0,4.975,3.0
12694.0,70.0,2.0,1832.0,100424.5,50212.25,37.0,3.138888888888889,3.0
12695.0,7.0,4.0,1152.0,65675.4,16418.85,27.0,7.8076923076923075,2.0
12697.0,21.0,5.0,2348.0,111554.02,22310.804,43.0,3.5238095238095237,3.0
12700.0,7.0,6.0,14059.0,702760.5,117126.75,265.0,0.7732342007434945,2.0
12701.0,79.0,2.0,2837.0,140302.02,70151.01,53.0,3.1346153846153846,2.0
12702.0,19.0,1.0,725.0,59776.28,59776.28,12.0,0.0,6.0
12703.0,64.0,2.0,1218.0,58367.81,29183.905,22.0,0.3333333333333333,3.0
12704.0,7.0,10.0,4728.0,248030.52,24803.052,90.0,1.8202247191011236,3.0
12705.0,15.0,14.0,18942.0,947897.59,67706.97071428571,345.0,0.9855907780979827,4.0
12707.0,291.0,1.0,1742.0,85627.83,85627.83,33.0,0.0,0.0
12708.0,29.0,16.0,9163.0,455839.17,28489.948125,171.0,1.9595375722543353,0.0
12709.0,3.0,26.0,12372.0,628053.21,24155.89269230769,255.0,1.41796875,3.0
12710.0,96.0,4.0,4134.0,202481.51,50620.3775,79.0,1.3461538461538463,6.0
12712.0,22.0,17.0,7208.0,373352.41,21961.906470588234,142.0,2.475177304964539,4.0
12713.0,0.0,1.0,1946.0,84926.02,84926.02,38.0,0.0,4.0
12714.0,9.0,5.0,13229.0,624751.87,124950.374,256.0,1.1046511627906976,3.0
12715.0,106.0,1.0,1194.0,67148.81,67148.81,21.0,0.0,3.0
12716.0,3.0,2.0,3609.0,176034.56,88017.28,69.0,1.911764705882353,4.0
12717.0,151.0,3.0,3224.0,147777.95,49259.31666666667,56.0,1.709090909090909,4.0
12718.0,71.0,1.0,947.0,44483.56,44483.56,19.0,0.0,3.0
12719.0,5.0,3.0,2338.0,118785.73,39595.24333333333,42.0,1.4634146341463414,6.0
12720.0,2.0,29.0,17950.0,916521.68,31604.195862068966,348.0,1.0251396648044693,2.0
12721.0,31.0,7.0,8654.0,466896.05,66699.43571428572,162.0,2.049079754601227,3.0
12722.0,85.0,6.0,3246.0,155654.69,25942.448333333334,57.0,1.1607142857142858,2.0
12723.0,3.0,5.0,3460.0,183264.64,36652.928,69.0,0.9117647058823529,2.0
12724.0,5.0,4.0,2754.0,145300.63,36325.1575,53.0,6.288461538461538,0.0
12725.0,371.0,1.0,1422.0,82832.15,82832.15,24.0,0.0,4.0
12726.0,28.0,7.0,6033.0,328641.56,46948.794285714284,124.0,2.6747967479674797,4.0
